"coef","word"
0.685164188977776,"hahaha"
0.680779157575731,"worst"
0.670863252414114,"zionist"
0.669716630591985,"terribl"
0.668982571379098,"killer"
0.65863193342958,"made_mistak"
0.653543229290521,"foul"
0.65176969284347,"laugh"
0.648449332704144,"evil"
0.643456114311745,"clue"
0.640230085058885,"grow"
0.637606342365202,"lectur"
0.632766073263012,"slap"
0.626332339854639,"tini"
0.613694999742305,"lesbian"
0.612723784367949,"ego"
0.611178250807672,"flame"
0.608078053024312,"childish"
0.608003936676005,"sleep"
0.606059108282154,"failur"
0.604335986026534,"hes"
0.60249941499523,"think_know"
0.602036141935528,"can_block"
0.597794668379027,"bull"
0.595446020434347,"creatur"
0.58830614549239,"rip"
0.584838519019006,"last_night"
0.583410660685548,"insan"
0.581159755520092,"fake"
0.577952187579355,"obsess"
0.571957897928603,"hate"
0.570604206851907,"rude"
0.565705786866449,"kill"
0.56490260635473,"monster"
0.561795981226618,"delet_post"
0.561743564006635,"reveng"
0.556324783918595,"uncl"
0.554320392493723,"unhelp"
0.553664974855436,"might_well"
0.55070349306612,"wipe"
0.550286652269097,"buddi"
0.548029419269137,"bio"
0.545181268449124,"sexual"
0.545009017892212,"destroy"
0.543282230409754,"mother"
0.53874980497634,"pleas_block"
0.534623772315483,"antisemit"
0.534259064560769,"mental"
0.533485307814502,"haha"
0.533380403239825,"satan"
0.530637208665726,"breath"
0.530167706070151,"huh"
0.529231744272989,"pakistani"
0.528029656508577,"uncivil"
0.526364027509397,"poor"
0.524703226991416,"final_warn"
0.518262667413848,"go_take"
0.512925235096532,"without_discuss"
0.512035370354937,"enjoy"
0.511217039032141,"gonna"
0.503376787287052,"hostil"
0.502392485125447,"stab"
0.50147744196738,"han"
0.498453210039866,"can_chang"
0.497602504761315,"lie"
0.494322953898134,"lover"
0.493334931313765,"homophob"
0.492769284627067,"no-on"
0.492137369289132,"ha"
0.491687548981184,"examin"
0.488848482718598,"tim"
0.484908451923035,"wow"
0.479461047772729,"leg"
0.470893528312599,"racial"
0.465653076767056,"aggress"
0.464836244160756,"communist"
0.464102270829854,"assum_good"
0.45862359818687,"fault"
0.45801329708632,"dad"
0.454558831713631,"sarcast"
0.454308366723151,"al"
0.453230868096417,"buy"
0.45214709643761,"stop"
0.449209783955396,"oh_yeah"
0.44659598532698,"ya"
0.445768737767829,"month_ago"
0.445745542247755,"sockpuppet"
0.442763045238189,"bin"
0.441521877300323,"new_york"
0.437826891965178,"blood"
0.437560520705051,"grammar"
0.43715869172669,"affair"
0.435688610299894,"babi"
0.435660418879042,"portray"
0.433860865493341,"master"
0.433781142349183,"realli_care"
0.432345922687484,"crazi"
0.429623140390721,"know_noth"
0.429414718576467,"clear_state"
0.427971108781145,"big"
0.426223400460219,"orthodox"
0.422663023494453,"insist"
0.421111146481045,"stop_revert"
0.418744658104823,"proud"
0.418544167619449,"wear"
0.418251938460203,"intimid"
0.417616010145753,"murder"
0.416485949317501,"ho"
0.415418477494589,"t"
0.414134509550647,"marri"
0.414013186467333,"croatian"
0.412039145498882,"messag_talk"
0.409287801501528,"black"
0.407902083553404,"demand"
0.406208180980441,"ain't"
0.405715754643151,"wale"
0.401947302923095,"what"
0.40063312305711,"ill"
0.400057131012865,"bore"
0.399707300974065,"burn"
0.396648755553646,"sir"
0.393542621135013,"humour"
0.391932515945378,"sad"
0.390212885788807,"agent"
0.387758878709178,"blah"
0.387702023965962,"amongst"
0.384150912745593,"hurrican"
0.383922983793056,"cyber"
0.382381113776587,"poison"
0.379531308996234,"misread"
0.37745316861338,"taught"
0.375670793326628,"shoot"
0.375621329719468,"slave"
0.374513438139864,"virtual"
0.374384196002623,"stick"
0.371153451419044,"command"
0.370240972176993,"littl"
0.368126117855917,"toronto"
0.365754567725159,"good_day"
0.36459588552229,"attitud"
0.363269508766568,"insult"
0.361092597214723,"excus"
0.360757697580658,"pal"
0.360690290405224,"last_warn"
0.360110477729783,"expos"
0.359186357932805,"u_r"
0.357899026219076,"girl"
0.357799329563345,"troll"
0.354626282651449,"tri_make"
0.35438902615913,"global_warm"
0.3541196834507,"disast"
0.353887943022316,"unsign"
0.353774659282025,"cousin"
0.351844415806973,"screen"
0.351719182430229,"petti"
0.34976327972454,"mad"
0.347876961366317,"ear"
0.346088033207353,"prime"
0.344270169276084,"pleasur"
0.340809313856234,"femal"
0.339841220477881,"real"
0.339188467794046,"go_ahead"
0.337541887331035,"ruin"
0.336025358481896,"utter"
0.336016299481549,"g"
0.333556678723997,"regular"
0.331115552223755,"sock_puppet"
0.330963849691871,"ur"
0.330456378116165,"exchang"
0.330147926706366,"ss"
0.33012838875429,"eras"
0.327470368513018,"yea"
0.325469188959199,"repair"
0.323172595225073,"illeg"
0.322538461870656,"suicid"
0.32187138467135,"forev"
0.3216145273647,"slow"
0.320002400449086,"turk"
0.31774998587254,"da"
0.316457234027607,"thank_lot"
0.316288977194218,"touch"
0.314481105041311,"u"
0.31353790965397,"jack"
0.312975375301123,"quiet"
0.31250499476545,"clever"
0.312279365874362,"spend_time"
0.311790633282675,"slander"
0.31129903417158,"listen"
0.310854873195353,"skeptic"
0.307310604528794,"now_go"
0.304871334599998,"wont"
0.304291860917159,"shorter"
0.303221337471449,"imperi"
0.303183031324528,"folk"
0.301763706867899,"ma"
0.30149381004532,"era"
0.301002488227501,"punk"
0.299040166965762,"p.s"
0.297152962194254,"rv"
0.296957429551245,"disput_resolut"
0.295170443495328,"broke"
0.294799699278274,"hair"
0.294780787972088,"crack"
0.29477698135497,"cri"
0.294098414192359,"agenc"
0.293898002944293,"blind"
0.290212178458398,"mormon"
0.289363364257032,"made_chang"
0.289239836692142,"pain"
0.286780587589782,"distort"
0.285191408332014,"terrorist"
0.284127575114332,"delet_comment"
0.283630024103366,"ever"
0.283346142317142,"stop_chang"
0.283191585592404,"strip"
0.282460977833153,"deserv"
0.281635434033041,"virus"
0.281256568067506,"fag"
0.27976303114033,"puppet"
0.279333292799236,"sunni"
0.277314568127819,"cancer"
0.276500981586275,"threaten"
0.27640959990551,"cd"
0.275216119179596,"leav_alon"
0.274382072838082,"favor"
0.273199303613419,"ensur"
0.272950103922554,"wanna"
0.271506947570031,"life"
0.270124849296122,"add_sourc"
0.269363805433239,"corrupt"
0.26658268035875,"jesus"
0.264252780988152,"chain"
0.262917787893834,"prompt"
0.260985476699835,"vandalis"
0.260354618897641,"truli"
0.258860737168638,"comment_talk"
0.255628761334243,"encyclopaedia"
0.253353999910372,"invest"
0.253227743837098,"late"
0.252673846816975,"refus"
0.252516679744431,"hot"
0.252381246035418,"noth"
0.2502881936717,"pleas_remov"
0.249975457818509,"let_us"
0.248920236998683,"hat"
0.247662556216861,"head"
0.247106340002152,"whatsoev"
0.246222459534868,"correspond"
0.246134200949341,"omg"
0.244313317722391,"full"
0.24422773838567,"thank_time"
0.244184726902137,"republican"
0.242474492277515,"foundat"
0.242033655769335,"propaganda"
0.240511946947265,"boot"
0.240452848655262,"well_done"
0.240410395279807,"scare"
0.240255361224554,"angri"
0.240172575269105,"aliv"
0.239578833522348,"sock"
0.238230894467027,"dead"
0.237909795520126,"spam"
0.237472881290755,"chris"
0.235709596103771,"mind"
0.234771926580187,"flaw"
0.234391519997601,"visit"
0.233456056278693,"squad"
0.233148375747497,"pleas_keep"
0.232696943197605,"request_unblock"
0.231551303211216,"anywher"
0.230790960883798,"walter"
0.229074343959015,"hors"
0.228202827418351,"grand"
0.227784173360683,"stalker"
0.227237880298063,"piec"
0.225776735438788,"go"
0.224767306267901,"upon"
0.223970177654539,"man"
0.223183611151064,"agenda"
0.222096723640623,"european"
0.220892567034371,"prove"
0.219132706998603,"leav"
0.218792905662871,"children"
0.218723268690457,"want_say"
0.218198852989573,"radic"
0.217888673775335,"brown"
0.217720968386359,"pure"
0.217349900948352,"biggest"
0.217097064864236,"badg"
0.216888239185799,"wall"
0.215321561913415,"jimmi"
0.215320248412762,"core"
0.215255240909744,"dot"
0.2137622392598,"new_account"
0.21104385117845,"everyth"
0.21040220545018,"deni"
0.20927831315455,"newbi"
0.209247014106924,"send"
0.208097399135921,"quit"
0.205189049051966,"stop_make"
0.204808614210673,"bat"
0.20272255576776,"attract"
0.202407486169262,"road"
0.201864219439251,"batman"
0.201486637335872,"wp:npa"
0.201180933292055,"busi"
0.201132246224855,"headlin"
0.200892864851814,"answer_question"
0.200577038169493,"bomb"
0.200566237126025,"eye"
0.200285308364621,"dislik"
0.200141669575627,"chang_back"
0.199178513323958,"offens"
0.198821288595642,"yeah"
0.198494978724333,"worthi"
0.197599529858035,"suffer"
0.197554035757812,"insert"
0.197283651701502,"pleas_pleas"
0.197073294617202,"prejudic"
0.196270970662997,"muslim"
0.195283185747458,"willi"
0.192603135924793,"dont"
0.190588984809232,"bag"
0.189557589974741,"one_thing"
0.18919600087856,"self"
0.188982432616373,"censorship"
0.188953839408522,"serious"
0.187996260418078,"disregard"
0.18750264943656,"abus"
0.187498976735128,"gold"
0.186990061241544,"write"
0.186053829967075,"stuck"
0.185446545310754,"bout"
0.184709609610451,"offend"
0.183745711564308,"joke"
0.183689969472801,"#fdffe7_border"
0.181934606274236,"hide"
0.181754513366982,"cia"
0.18138219472198,"communic"
0.181231768063223,"pakistan"
0.18104598135979,"extremist"
0.180834006103358,"proof"
0.180802257156433,"attach"
0.180028783357074,"scream"
0.179498583657269,"english_languag"
0.177234462954193,"york"
0.175649370690024,"can_see"
0.175589475441377,"discrimin"
0.175419861175314,"surnam"
0.175384127082151,"fred"
0.175240449011806,"misinform"
0.174504080919863,"youtub"
0.173731899306308,"gun"
0.173529026073066,"realiti"
0.173031268073087,"winter"
0.172956097594444,"valid"
0.170452022596173,"kick"
0.169779696428169,"liber"
0.168666329012415,"basi"
0.168168693596898,"size"
0.168124409619367,"moder"
0.167207304767595,"resourc"
0.166465609824781,"usa"
0.166080391195777,"sitush"
0.166063596543856,"peni"
0.16540464023103,"prais"
0.164843242914461,"sit"
0.162487655644155,"favour"
0.16244246518582,"discographi"
0.161326706685296,"surfac"
0.159111358668291,"one_day"
0.158886783056641,"preced_unsign"
0.158632212194979,"absolut"
0.158012420390452,"bite"
0.156200885243852,"tell"
0.151161737110188,"give"
0.150550159298854,"reliabl_sourc"
0.149465339319632,"stanc"
0.149310232440234,"oblig"
0.146742162315601,"remov_sourc"
0.145148673524478,"typic"
0.144662070764242,"internet"
0.144155313048033,"tough"
0.143784304488516,"domin"
0.143746135836624,"prior"
0.142888815536146,"anti"
0.142192779425952,"legitim"
0.141210163712207,"fli"
0.141186035708161,"ban"
0.141064368405851,"korea"
0.140643295757407,"undo"
0.138277970456715,"presenc"
0.137685870174117,"go_around"
0.137436222594282,"administr"
0.137405914034595,"tast"
0.136433381007052,"child"
0.136100291660959,"print"
0.134772949850203,"s"
0.134566097587588,"get"
0.13383140590327,"trace"
0.133467219996513,"im"
0.132609924260634,"come"
0.132514237482698,"admin"
0.131836954274366,"bureaucrat"
0.130990732787165,"pro"
0.130595552078667,"hurt"
0.129889758798837,"vandal"
0.129668823437079,"notifi"
0.129006705034893,"salt"
0.125966060312405,"insid"
0.125819540976703,"reli"
0.124609743036321,"sum"
0.124506310212206,"civil"
0.124206304072194,"total"
0.123232699605046,"pleas_read"
0.123114869635457,"lewi"
0.122671739827872,"fact"
0.121154200204023,"attack"
0.120181860834334,"live_person"
0.118181134034627,"earth"
0.117321553586159,"thank_thank"
0.117214144541871,"load"
0.117098671624594,"samuel"
0.11697750774757,"pie"
0.116280729733914,"recal"
0.116159401076557,"deep"
0.115290683573856,"basic"
0.115288415286974,"tell_us"
0.114868450949987,"anyth_els"
0.113857375804305,"joe"
0.113250762751617,"new_user"
0.112237439257482,"didnt"
0.111278974257393,"need_get"
0.110981516503767,"cut"
0.11074017040569,"polit"
0.110218265238401,"competit"
0.10976046849818,"ceas"
0.109518325896388,"laid"
0.108581968268138,"whitewash"
0.108264821145323,"jim"
0.107879217259851,"roger"
0.107728940457719,"even_though"
0.107582690623205,"furthermor"
0.106981738088333,"alon"
0.106616475594322,"kid"
0.105041312954902,"lesson"
0.105013149561448,"paid"
0.104990638114225,"fame"
0.104985439121166,"urban"
0.104728112119452,"that"
0.103597771648362,"unreli"
0.102774319502466,"harm"
0.102572617144592,"cancel"
0.102447584899432,"obvious"
0.102290547226413,"fell"
0.101006521445551,"alex"
0.100957423389224,"gee"
0.0991188146059708,"3px_3px"
0.0977101660679241,"violat"
0.0945970219925993,"dictat"
0.0938234167250492,"comput"
0.092830345939473,"extent"
0.0922461660260283,"phil"
0.0916327300617722,"frank"
0.0912815549967923,"leagu"
0.0911017838334351,"around"
0.0909989309534638,"stand"
0.0898372969012229,"wasnt"
0.0897182663532972,"intellig"
0.089653403198965,"ms"
0.0894810270693624,"rape"
0.0885754423010142,"hard_work"
0.0882504789159249,"way_go"
0.0879318304468836,"linguist"
0.0869015838636705,"onto"
0.0864553798566567,"soon"
0.0860849675316224,"proxi"
0.0860749609558602,"hit"
0.0845525029563873,"skip"
0.083971341434033,"can_explain"
0.0835193266782298,"hundr"
0.0812374498310691,"instead"
0.0811138994040591,"arab"
0.0805157715205521,"need_work"
0.0802405863379062,"guess"
0.0798909371179224,"wing"
0.0786652024062624,"whole_thing"
0.0784652140398564,"guilti"
0.0777085339547849,"mani_time"
0.0770646062085605,"afraid"
0.0764712682136272,"piec_shit"
0.0753387416012671,"thumb"
0.0753351193021189,"silenc"
0.0753070285936272,"north"
0.0742551759036329,"site"
0.0738951416304609,"indian"
0.073573365972904,"oppon"
0.0730348915426317,"mirror"
0.0723189046264177,"ps"
0.0712305721248145,"still_think"
0.071013332076924,"k"
0.0700642210095103,"retir"
0.0681826836088097,"hour"
0.0675305070990256,"jump"
0.0670039909055104,"old"
0.0646129274166597,"o"
0.0633080431630063,"censor"
0.0629612761900537,"fail"
0.0627568632632185,"fellow"
0.0620500969338638,"greek"
0.0619398809827296,"goe"
0.0615957961428583,"can_take"
0.0614750055946527,"mess"
0.0583798571899133,"chang_name"
0.0576178738822748,"googl"
0.0568880143394478,"pay"
0.0562088490543567,"libel"
0.0557932706209626,"jewish"
0.0555754758344614,"palestinian"
0.0554192973631155,"resign"
0.0550591603533298,"block_indefinit"
0.054963429651504,"upset"
0.0543038303354753,"sarah"
0.0531024484200141,"iranian"
0.0517414529301464,"john"
0.0516246929592072,"island"
0.0515482380608773,"wp"
0.051182574123674,"substanti"
0.0510321552051037,"much_appreci"
0.0498801113976945,"oh_well"
0.0497486729075021,"faggot"
0.0492419443454273,"outrag"
0.0490136708116751,"back"
0.0489019470917377,"incred"
0.0488086464567494,"challeng"
0.0481926702477959,"cheat"
0.0478337136455913,"rick"
0.0475667827759044,"know"
0.0470378119705668,"unblock"
0.0468394898878862,"turkish"
0.0461502435494031,"protect"
0.0451050942763012,"take"
0.0450817142835156,"everi"
0.0443462862006084,"death"
0.0434479145741019,"everi_singl"
0.0433733444623701,"larg"
0.0430483141378582,"pleas_delet"
0.0424720301491466,"year_old"
0.0423345087871204,"bell"
0.0422372439637498,"african_american"
0.0419250170994422,"behavior"
0.0416127906814877,"fantasi"
0.040667597009368,"calm"
0.0396662283135197,"congratul"
0.0396435667014201,"spend"
0.039276907289775,"rot"
0.0391575359731304,"right_now"
0.0388399209519745,"mo"
0.0379828342812892,"drive"
0.0379453576255389,"defeat"
0.0373350760560676,"go_back"
0.0371781232223992,"hang"
0.0370164166594014,"make_person"
0.0364825368922388,"former"
0.0363779922589102,"accus"
0.0359565579517127,"act"
0.0358692841485449,"sockpuppetri"
0.0353730132271562,"dear"
0.0350109912381973,"enemi"
0.034839423857808,"jimbo"
0.0340250688412217,"person"
0.0338604480046261,"everyon"
0.03377875452912,"kong"
0.0332666311267247,"youth"
0.0329761402833601,"own"
0.0324329563095644,"author"
0.0323360880169993,"catch"
0.0321995359241159,"via"
0.0321597243219756,"fight"
0.0315924062824473,"psycholog"
0.0314892896597109,"whatev"
0.0312532904082822,"nigger"
0.0312056998655565,"emerg"
0.0307550142875807,"either_way"
0.0303967470431219,"gave"
0.0299844071779059,"ethic"
0.0299526063009605,"progress"
0.0295460866036998,"caught"
0.028584281618027,"belong"
0.0280812157930015,"devil"
0.0273435742949982,"grade"
0.027300914960799,"encyclopedia"
0.0272141255478671,"chat"
0.0271624359747851,"knew"
0.0269267721625179,"split"
0.0261969740933312,"suspect"
0.0260904440067147,"b"
0.0245438774125968,"motiv"
0.0230815194100577,"mere"
0.0225983006563657,"bob"
0.0223832895065047,"jay"
0.0219903998532357,"tri_get"
0.0209768933757902,"peopl_can"
0.0209207408781146,"yet"
0.0208652258275831,"report"
0.0208590869189817,"come_back"
0.0194894847888182,"seek"
0.0192533381981608,"dickhead"
0.0191674686881708,"care"
0.0189835780647905,"get_involv"
0.018576480582565,"bad"
0.0185139210510004,"programm"
0.0184776906823846,"scottish"
0.0173274613949445,"israel"
0.0168685225450502,"peopl_know"
0.0167353946943042,"one_can"
0.0165467108696917,"disrespect"
0.0159445921464909,"eat"
0.0158743466245149,"individu"
0.015763991892227,"februari_utc"
0.0157256092516223,"hindu"
0.0153359028834612,"trick"
0.0150762694700387,"violat_polici"
0.0139348130416549,"wiki"
0.0136769944130976,"terri"
0.0136542623215404,"wanker"
0.0133356235038787,"isp"
0.0133194169882688,"y"
0.0133118306748849,"boss"
0.013019397411756,"hitler"
0.0128557358067217,"incident"
0.0115377165742739,"behind"
0.0108738613988337,"everybodi"
0.0107804255971911,"mod"
0.0107648132827552,"keep"
0.0103206033142621,"grave"
0.010133213656383,"point_view"
0.00965925471457212,"incivil"
0.00888672790675373,"women"
0.00864353488345813,"anim"
0.00862890189659517,"champion"
0.00848577643330693,"sex"
0.00806421888912444,"much_time"
0.00792945857041653,"david"
0.00782151790922721,"harass"
0.00761007774724025,"comment_made"
0.00748810171042717,"truth"
0.0068786997338469,"pleas_tell"
0.00669689797221009,"extra"
0.00631516158470457,"spanish"
0.00624550923665583,"duti"
0.00602879946186759,"ball"
0.00589180802214363,"contributor"
0.00578483927933027,"aid"
0.00570974350954204,"pig"
0.00530419474091361,"older"
0.00516405044962423,"fat"
0.00440627738052478,"shall"
0.00377929157327451,"wors"
0.00372044543164798,"holi"
0.00353410251181941,"die"
0.00293705642156582,"singl"
0.00289129268964032,"especi"
0.00276893370300371,"even"
0.00253730357970159,"spin"
0.00245571652539107,"yet_anoth"
0.00235978278490737,"uniform"
0.00184752186729989,"bait"
0.00184379498558285,"last"
0.00150013426485037,"respect"
0.00140223156994166,"guy"
0.00137573361188802,"regardless"
0.000886385752797042,"vandal_user"
0.000719877278476268,"profession"
0,"other"
0,"begin"
0,"among"
0,"moreov"
0,"spain"
0,"put"
0,"written"
0,"hammer"
0,"one_two"
0,"verif"
0,"sever"
0,"item"
0,"wit"
0,"teach"
0,"must"
0,"view"
0,"forward"
0,"presid"
0,"joseph"
0,"lack"
0,"never"
0,"medic"
0,"product"
0,"becam"
0,"offenc"
0,"patent"
0,"demonstr"
0,"open"
0,"hospit"
0,"medicin"
0,"referenc"
0,"address"
0,"revert"
0,"feed"
0,"nice"
0,"answer"
0,"languag"
0,"sourc_materi"
0,"viewpoint"
0,"still"
0,"earlier"
0,"studi"
0,"talk"
0,"side"
0,"fill"
0,"warn"
0,"delet"
0,"user"
0,"told"
0,"userpag"
0,"block"
0,"block_user"
0,"deepli"
0,"human"
0,"immedi"
0,"direct"
0,"interpret"
0,"near"
0,"much"
0,"goal"
0,"frame"
0,"ultim"
0,"classic"
0,"greatest"
0,"proven"
0,"larger"
0,"dark"
0,"light"
0,"flat"
0,"factual"
0,"bias"
0,"artist"
0,"reliabl"
0,"justif"
0,"make"
0,"us"
0,"god"
0,"lost"
0,"christ"
0,"comfort"
0,"news"
0,"place"
0,"within"
0,"grace"
0,"fashion"
0,"funni"
0,"rule"
0,"peopl"
0,"resolv"
0,"anyth"
0,"met"
0,"multipl"
0,"meet"
0,"justin"
0,"owner"
0,"close"
0,"profil"
0,"seri"
0,"time"
0,"along"
0,"histori"
0,"indefinit"
0,"appar"
0,"critic"
0,"rewritten"
0,"scratch"
0,"presum"
0,"can"
0,"tale"
0,"copyright"
0,"whose"
0,"screenshot"
0,"doubt"
0,"search"
0,"engin"
0,"avail"
0,"contribut"
0,"encycloped"
0,"jimbo_wale"
0,"person_attack"
0,"reaction"
0,"e.g"
0,"order"
0,"civilian"
0,"popul"
0,"town"
0,"district"
0,"troop"
0,"cooper"
0,"pleas_post"
0,"friday"
0,"deliv"
0,"perfect"
0,"hey"
0,"without"
0,"hey_thank"
0,"fantast"
0,"feel"
0,"educ"
0,"nation"
0,"request_move"
0,"club"
0,"submiss"
0,"entri"
0,"oldest"
0,"counti"
0,"fa"
0,"standard"
0,"award"
0,"run"
0,"websit"
0,"find_entri"
0,"can_add"
0,"fring"
0,"theori"
0,"held"
0,"men"
0,"guidelin"
0,"balanc"
0,"nomin_delet"
0,"delet_notic"
0,"academ"
0,"hi_thank"
0,"thank_support"
0,"ahead"
0,"america"
0,"task"
0,"holder"
0,"pleas_go"
0,"hello"
0,"newcom"
0,"five"
0,"pillar"
0,"tutori"
0,"manual"
0,"style"
0,"wikipedian"
0,"four"
0,"tild"
0,"automat"
0,"z"
0,"welcom_hello"
0,"hello_welcom"
0,"thank_contribut"
0,"place_decid"
0,"decid_stay"
0,"five_pillar"
0,"write_great"
0,"manual_style"
0,"hope_enjoy"
0,"wikipedian_pleas"
0,"pleas_sign"
0,"sign_name"
0,"name_talk"
0,"four_tild"
0,"tild_automat"
0,"automat_produc"
0,"ask_question"
0,"ask_talk"
0,"seal"
0,"manag"
0,"curious"
0,"diff"
0,"came"
0,"super"
0,"frustrat"
0,"talk_contrib"
0,"italian"
0,"appropri"
0,"climat"
0,"repeat"
0,"final"
0,"kind"
0,"across"
0,"enough"
0,"indefinit_block"
0,"want"
0,"lock"
0,"imdb"
0,"brought"
0,"empti"
0,"fit"
0,"investig"
0,"drop"
0,"got"
0,"crime"
0,"belief"
0,"hand"
0,"good_idea"
0,"arriv"
0,"period"
0,"new_section"
0,"analysi"
0,"western"
0,"repli"
0,"coin"
0,"lick"
0,"e"
0,"sens"
0,"offic"
0,"uniqu"
0,"english"
0,"name_chang"
0,"alexand"
0,"african"
0,"ancestri"
0,"white"
0,"label"
0,"construct"
0,"hard"
0,"featur"
0,"cite"
0,"guard"
0,"extern"
0,"extern_link"
0,"plane"
0,"charg"
0,"untru"
0,"take_time"
0,"posit"
0,"negat"
0,"money"
0,"circumcis"
0,"licens"
0,"restrict"
0,"finish"
0,"due"
0,"play"
0,"person_opinion"
0,"april_utc"
0,"began"
0,"away"
0,"tonight"
0,"cult"
0,"els"
0,"knowledg"
0,"citat"
0,"fish"
0,"lede"
0,"natur"
0,"complex"
0,"world"
0,"fall"
0,"power"
0,"broad"
0,"best_way"
0,"american"
0,"constitut"
0,"seat"
0,"nowher"
0,"provid"
0,"obscur"
0,"conclus"
0,"sourc_provid"
0,"portion"
0,"matter"
0,"step"
0,"blatant"
0,"complain"
0,"day"
0,"nice_day"
0,"avoid"
0,"plagiar"
0,"translat"
0,"small"
0,"amount"
0,"quotat"
0,"doubl"
0,"asid"
0,"limit"
0,"paraphras"
0,"permit"
0,"host"
0,"onlin"
0,"public"
0,"greater"
0,"desk"
0,"practic"
0,"persist"
0,"messag"
0,"india"
0,"share"
0,"account"
0,"irrelev"
0,"can_read"
0,"see_also"
0,"origin_research"
0,"may_also"
