"rev_id","toxic"
15849447,1
15855928,0
15895292,0
15901699,0
15929600,0
15994250,0
16034754,0
16045985,0
16069931,0
16087321,0
16251941,0
16259347,0
16284057,0
16290137,0
16381489,0
16412654,0
16413255,0
16413678,0
16438709,0
16448464,0
16469456,0
16487487,0
16489758,0
16500489,0
16529658,0
16547336,0
16710794,0
16768019,0
16790593,0
16794769,0
16871283,0
16878198,0
16892403,0
16912055,0
16983376,0
17026402,0
17072638,0
17110323,0
17144275,0
17181096,0
17240583,0
17317065,0
17329404,1
17335304,0
17355941,0
17462705,0
17523184,0
17535285,0
17541193,0
17543572,0
17546778,0
17554146,0
17561556,0
17607429,0
17636879,0
17677733,0
17685200,0
17719104,0
17724481,0
17787508,0
17847005,0
17849829,0
17853526,0
17902231,0
17929738,0
17936419,0
17942441,0
17954875,0
17970924,0
17995206,0
18007909,0
18011892,0
18012145,0
18019347,0
18023684,0
18043626,0
18072974,0
18079983,1
18081018,0
18082031,1
18082101,1
18106152,0
18117697,0
18120065,0
18127303,0
18182431,0
18189301,0
18219001,0
18236365,0
18262356,0
18271603,0
18274620,0
18284709,0
18285350,0
18317860,1
18319706,0
18323570,0
18326646,0
18336947,0
18428080,0
18429336,0
18478904,0
18494032,0
18548026,0
18556323,0
18562110,1
18567216,0
18571001,0
18619527,0
18623900,0
18651650,1
18654955,0
18662356,1
18686360,0
18692184,0
18695134,0
18705279,0
18707605,0
18712308,0
18715665,0
18732073,0
18739220,1
18760643,0
18766627,0
18773267,0
18801599,0
18806440,0
18816818,0
18823061,0
18823799,0
18824339,1
18827352,0
18837704,0
18839908,1
18840135,0
18840630,1
18841289,1
18845638,0
18849222,0
18851800,1
18900805,0
18926737,0
18929382,0
18935871,0
18938097,0
18942706,1
18943239,1
18966150,0
18994121,0
19009619,0
19014013,0
19018325,0
19033526,1
19046431,0
19060641,0
19085505,0
19103678,0
19164276,0
19170128,1
19190653,0
19218489,0
19222451,0
19242294,0
19247553,0
19256594,0
19257086,0
19259970,0
19262345,0
19262596,0
19263242,0
19264826,0
19269453,0
19269545,0
19289010,1
19298224,1
19321680,0
19322504,0
19335866,0
19335887,0
19337823,0
19377533,0
19397381,0
19398273,0
19407725,0
19412714,0
19417582,0
19420513,0
19424483,0
19429232,1
19450781,0
19457273,0
19507802,0
19526920,0
19530431,1
19536535,0
19576467,0
19601949,0
19670602,0
19679876,0
19692861,0
19702458,0
19702575,0
19703573,1
19703624,0
19709301,0
19766558,1
19770187,0
19772948,0
19778735,0
19808130,0
19823008,0
19823016,0
19826891,0
19833416,1
19833960,0
19843695,0
19849599,0
19869719,0
19870083,0
19888479,0
19888950,0
19892725,0
19894883,0
19915778,0
19931452,0
19932705,0
19935964,0
19953806,1
19960836,0
19977923,0
20012511,0
20012579,0
20024114,1
20043364,0
20053005,0
20069695,0
20070567,0
20076289,0
20080073,0
20080543,0
20100065,0
20129616,0
20131557,0
20133981,0
20138271,0
20140740,0
20149179,0
20154368,0
20155643,1
20159293,0
20176702,0
20184532,1
20185546,0
20200805,1
20206804,0
20228948,0
20230786,0
20242988,0
20262504,0
20285947,0
20288015,0
20293600,0
20330733,0
20336553,0
20349856,0
20366310,0
20370142,0
20383864,1
20407162,0
20410774,0
20423057,0
20444489,1
20444947,0
20456166,1
20456531,0
20464484,0
20523422,0
20540176,0
20549209,0
20577476,1
20577779,1
20585376,0
20594900,0
20600294,1
20630459,0
20640070,1
20650505,0
20673949,0
20704077,0
20746360,0
20765753,0
20774023,0
20776129,0
20780142,0
20780311,0
20793307,1
20817035,0
20823568,0
20837224,0
20858566,0
20860788,0
20863277,0
20866673,0
20867423,0
20876050,0
20888931,0
20893102,0
20893198,0
20917397,0
20919508,0
20936622,0
20950381,0
20955411,0
21007381,0
21027075,0
21049821,1
21051865,0
21077427,0
21082281,0
21103984,0
21119629,0
21131660,0
21145153,0
21158015,0
21171362,0
21180518,0
21190574,0
21196296,0
21207468,0
21213751,1
21242258,1
21248003,0
21278789,0
21310875,0
21319268,1
21325151,0
21363479,0
21375823,0
21387430,0
21388282,1
21431229,0
21514893,0
21539221,1
21539886,0
21542794,0
21552836,0
21585045,0
21598201,0
21600691,0
21614493,0
21620548,0
21623802,0
21630790,0
21660435,0
21694072,0
21701792,0
21703827,0
21714863,1
21719938,0
21728095,0
21728427,0
21736692,0
21738332,1
21743312,0
21762701,1
21775699,0
21781692,0
21782806,0
21783490,0
21786278,0
21790169,0
21837268,0
21840052,0
21846900,0
21864734,0
21876390,0
21894251,0
21898692,1
21929764,1
21934346,0
21940053,0
21964624,0
21983807,0
21985340,1
22019856,0
22034041,0
22073538,1
22082302,0
22082942,1
22092902,0
22094377,0
22132860,1
22151296,0
22162181,1
22174651,0
22199334,0
22206059,0
22230036,0
22233959,1
22241367,0
22259025,0
22325734,0
22359664,0
22372063,0
22373030,0
22386518,0
22420336,0
22443561,0
22502783,0
22505881,0
22522185,0
22526202,1
22545890,1
22545995,0
22585034,0
22590683,0
22622937,1
22623498,0
22661151,0
22667630,0
22668441,0
22679423,0
22728996,0
22756427,0
22770864,0
22776132,0
22798078,0
22805728,0
22847558,0
22852076,0
22863087,0
22863533,0
22887234,1
22918787,1
22938316,0
22959329,0
22976622,0
23020446,0
23050916,0
23060579,0
23081891,0
23094110,0
23102940,0
23129208,0
23139710,0
23141931,0
23142982,0
23143090,0
23182776,0
23199131,0
23199614,0
23244814,0
23255338,0
23297149,0
23308405,0
23323923,1
23330343,0
23335395,0
23336552,0
23354114,0
23354457,0
23367967,0
23374743,0
23379668,0
23390749,0
23415478,0
23425879,0
23436423,0
23447505,0
23467989,0
23470071,0
23485081,0
23495563,0
23525772,0
23526068,0
23555601,0
23556657,0
23561198,0
23572240,0
23584931,0
23608874,0
23633505,1
23645499,1
23650772,0
23650956,0
23655442,1
23658567,0
23688191,0
23712376,0
23715182,0
23718951,0
23718986,0
23727965,0
23737262,0
23738589,1
23740432,0
23744885,0
23749231,0
23755269,0
23756025,0
23794859,1
23800013,0
23800103,0
23809181,0
23809881,0
23810815,0
23856825,0
23862058,0
23878672,1
23879739,0
23900625,0
23940653,0
23940838,0
23974055,1
23975558,0
24004124,0
24011259,0
24027393,1
24033577,0
24069591,0
24105877,0
24107455,0
24126651,1
24137841,0
24139486,0
24142564,0
24161998,0
24183467,0
24189005,0
24209279,0
24213533,1
24216598,0
24250112,0
24258781,0
24269053,1
24328301,0
24429536,1
24440481,0
24444892,0
24450891,0
24487452,1
24509361,1
24511212,0
24534782,0
24604768,1
24634903,0
24637539,0
24668427,0
24693738,0
24697441,0
24731726,0
24757539,1
24768773,0
24818363,0
24832354,0
24860672,0
24906701,0
24914619,0
24918525,1
24975231,0
24984566,0
25005744,0
25006854,0
25023759,0
25080773,0
25121726,0
25151607,0
25186214,0
25196731,0
25201314,1
25235260,0
25253717,0
25265367,0
25269185,0
25275680,0
25303450,0
25340593,1
25363161,0
25371036,0
25377752,0
25377871,0
25380250,0
25387969,0
25394818,0
25401346,0
25427852,1
25430722,0
25461468,1
25467089,0
25481638,0
25493710,0
25534107,0
25536228,0
25583843,0
25602450,0
25608802,1
25622567,0
25626521,1
25637757,1
25637825,1
25644293,0
25657455,0
25669371,0
25679121,0
25758904,0
25760396,0
25765433,0
25767567,0
25791535,0
25803972,0
25830104,1
25839172,0
25922757,0
25939011,0
25967322,1
26007979,0
26020729,0
26048496,0
26048633,0
26061379,0
26081728,0
26102781,0
26161628,0
26163909,0
26251591,0
26271564,0
26285571,0
26289431,0
26296999,0
26311416,0
26317844,0
26357769,0
26403355,0
26403456,1
26423777,0
26463424,0
26488245,0
26509643,0
26514622,0
26530175,1
26538215,0
26543932,0
26581267,0
26595861,0
26605801,0
26607091,1
26648975,0
26655957,0
26710418,0
26739211,0
26762470,0
26810145,0
26858899,0
26900775,1
26931976,0
26982239,0
26982690,0
26982784,0
27023395,0
27047614,0
27050836,0
27068695,0
27073791,0
27083139,0
27098281,0
27100729,0
27102328,0
27105573,0
27114468,0
27122733,0
27123550,1
27137174,0
27137812,0
27184031,0
27199165,0
27203028,0
27213313,0
27223714,1
27224300,0
27235945,0
27250134,0
27252284,1
27255643,0
27268576,0
27273581,0
27274125,0
27274948,0
27276605,0
27288991,0
27299741,0
27351097,0
27351409,0
27353262,0
27356662,0
27381587,0
27394973,0
27406343,1
27438882,0
27442307,0
27455147,1
27466478,0
27467683,0
27473118,0
27485135,0
27491380,0
27496173,0
27508527,0
27541289,0
27559180,0
27578626,0
27593095,0
27595467,0
27648375,0
27680946,0
27712346,0
27747964,0
27751146,1
27763079,0
27766941,0
27789129,0
27808041,0
27830843,0
27859699,0
27860023,0
27862614,0
27877067,0
27899594,0
27900082,0
27909913,1
27910233,0
27915097,0
27990398,0
28011277,0
28055342,0
28115035,0
28129640,0
28130152,0
28135971,0
28161945,1
28168854,1
28186408,0
28230322,0
28266231,0
28270939,0
28290074,0
28293773,0
28313088,1
28378894,0
28511168,0
28515859,1
28532586,0
28545082,1
28562658,0
28570056,0
28609613,0
28638069,1
28644662,0
28655113,0
28661738,0
28680259,1
28713980,0
28762968,1
28763971,0
28764078,0
28770656,0
28788566,1
28792419,0
28800363,0
28802758,0
28807932,1
28807993,1
28819013,0
28834403,0
28854590,0
28898886,0
28901211,0
28911031,0
28911364,0
28915316,0
28922789,0
28931522,0
28958161,0
29017278,0
29029901,0
29043456,0
29046969,0
29084316,0
29090403,0
29099949,0
29118837,0
29155110,0
29164005,0
29168582,0
29181494,0
29221104,0
29240991,0
29259765,0
29262706,0
29269140,0
29269858,0
29307375,0
29312651,0
29317522,0
29324803,0
29325639,1
29344987,0
29372623,0
29377797,0
29407121,0
29462760,0
29483048,0
29569151,1
29605278,0
29610788,0
29613298,0
29618743,0
29662419,1
29695259,0
29699334,0
29705417,0
29715278,0
29766062,0
29799801,0
29810639,0
29816236,0
29909389,0
29915512,0
29920220,0
29921934,0
29946736,0
29954583,0
29971988,0
29978843,0
30016878,0
30019210,0
30058824,0
30082942,0
30090509,0
30101857,0
30110072,0
30111490,0
30115211,0
30188736,0
30215073,0
30243513,0
30243824,0
30247959,0
30249030,0
30291071,0
30293275,1
30321659,0
30360034,0
30363595,0
30363737,0
30368653,0
30400225,0
30426695,0
30430971,0
30437144,1
30440097,0
30453333,0
30478891,0
30484681,0
30504106,0
30527235,0
30587329,0
30595647,0
30605239,0
30638075,0
30640061,0
30645231,0
30652942,1
30669871,1
30768379,1
30772754,0
30783910,0
30787102,0
30793250,1
30799692,0
30806941,0
30864588,0
30877242,0
30882961,0
30900621,0
30929605,0
30933968,0
30938977,0
30958401,0
30958971,0
30960923,0
30968883,0
30975568,0
30976987,0
30977629,0
30980776,0
31001534,0
31023272,0
31032742,0
31064812,0
31067999,0
31068325,0
31084135,1
31087332,0
31095307,0
31118057,0
31121477,0
31122323,0
31147790,0
31150396,0
31164823,0
31167414,0
31170310,0
31178251,0
31180707,0
31196948,0
31214650,1
31218133,0
31226725,0
31245281,0
31265411,0
31289806,0
31291168,0
31305185,0
31307489,0
31307787,0
31309188,0
31309403,0
31324938,0
31333061,0
31333245,0
31336117,0
31348400,0
31349931,0
31350519,0
31363021,1
31373055,1
31379050,1
31387496,0
31388417,0
31434588,0
31448519,0
31495753,0
31498801,0
31531646,0
31535726,1
31541049,0
31543219,0
31543625,0
31544242,0
31555174,1
31565670,0
31573216,0
31576586,0
31619535,0
31624866,0
31629565,0
31633037,0
31635703,0
31638315,0
31641037,0
31649262,0
31656649,0
31658462,0
31664668,0
31677326,0
31719541,0
31724001,0
31732484,1
31738267,0
31741103,0
31742800,0
31781321,0
31807915,0
31821141,0
31821439,0
31849941,1
31868995,0
31869166,0
31878468,0
31882981,1
31894341,0
31894370,0
31912250,0
31922879,0
31941681,0
31961043,0
31994842,0
31995040,0
31995106,0
31995391,1
32000265,0
32005868,0
32007646,0
32016610,0
32028054,0
32031828,0
32033703,1
32072878,0
32123433,0
32126319,0
32132657,0
32186098,0
32189055,0
32205080,0
32224743,0
32237214,0
32260527,0
32273131,0
32275806,0
32283053,0
32290414,0
32310142,0
32317408,0
32332539,0
32340698,0
32344488,0
32359683,0
32360498,0
32373476,0
32373525,0
32382142,0
32384268,0
32392490,0
32412746,0
32439425,0
32456657,0
32473368,0
32477534,0
32491488,0
32494311,0
32503533,0
32508528,1
32541803,1
32544896,0
32550639,0
32552206,0
32552485,0
32567063,0
32582047,0
32583111,1
32588981,0
32589486,0
32601065,0
32615197,1
32646743,0
32652928,0
32666804,1
32691625,0
32697547,0
32720556,0
32723498,0
32725178,0
32729130,0
32741251,0
32747555,0
32751752,0
32753081,0
32786255,0
32786609,1
32787988,0
32788605,0
32808222,0
32809044,0
32814236,0
32815596,0
32826165,0
32834617,0
32844844,0
32847854,0
32849905,0
32854972,0
32902048,0
32913291,0
32928233,0
32967036,1
32968850,0
33012485,0
33023499,0
33030768,0
33036227,0
33043759,1
33045352,0
33052369,0
33068955,0
33078548,1
33085995,0
33096985,0
33097188,0
33097590,0
33108667,0
33129603,0
33133013,1
33146681,0
33150913,0
33164504,1
33179294,0
33181911,0
33188499,0
33193099,0
33205715,0
33206892,1
33207148,1
33229732,0
33236958,0
33250579,0
33262592,0
33265395,0
33273166,1
33299140,0
33309830,0
33315713,1
33326534,0
33327447,0
33332026,0
33339158,1
33342447,0
33349873,0
33356352,1
33378507,0
33379917,0
33403099,0
33407924,0
33412141,0
33421209,0
33452849,0
33463107,0
33466666,0
33468776,0
33469596,0
33485471,0
33550216,0
33552190,0
33555403,0
33580173,0
33606160,0
33668940,0
33707088,0
33716599,0
33734629,1
33744328,0
33745984,0
33746199,0
33760178,0
33760918,0
33768071,0
33773411,0
33790899,0
33798281,0
33799516,0
33800086,0
33802791,0
33807059,0
33810165,1
33813129,0
33829629,0
33830252,0
33891817,1
33909397,0
33914957,0
33918108,0
33922669,0
33927967,0
33930600,1
33940632,0
33941916,0
33956718,0
33976016,1
33984011,0
33994362,0
34003807,1
34024481,0
34043317,1
34044108,0
34045921,0
34048276,1
34069910,0
34071439,0
34091709,0
34122689,0
34124027,0
34126057,0
34163101,0
34163428,0
34163559,0
34172880,0
34180855,0
34203582,0
34227426,0
34319404,0
34343442,0
34345673,0
34373940,0
34375931,0
34391834,1
34427612,0
34438965,1
34484562,0
34513232,0
34516166,0
34568879,0
34579160,0
34581073,1
34581113,1
34644460,0
34674244,0
34678153,0
34729952,0
34730891,0
34731319,1
34731831,0
34762411,1
34763844,0
34771671,0
34779539,0
34782434,1
34808384,0
34815535,0
34819787,0
34823191,0
34834519,0
34837443,0
34862197,0
34885815,0
34920222,0
34922573,1
34942461,0
34964973,0
34965881,0
34976197,0
35000785,0
35006955,0
35018364,0
35044455,0
35058145,0
35060382,0
35111936,0
35123536,0
35133901,0
35151551,1
35163865,0
35178190,0
35181186,1
35181467,1
35184464,0
35198974,0
35199879,0
35206422,0
35226881,0
35232473,0
35232611,1
35234435,0
35275858,0
35288687,1
35309585,0
35316148,0
35346318,0
35358719,0
35374820,0
35377553,0
35397061,0
35418356,0
35439151,1
35474302,0
35503935,0
35506774,0
35512341,0
35554638,0
35555984,0
35561781,0
35581782,0
35618596,0
35622211,0
35629007,0
35649823,0
35651534,0
35660549,0
35676469,1
35694885,0
35698057,0
35700660,0
35703332,0
35723246,1
35731023,0
35764314,0
35771733,0
35780754,0
35799832,0
35803577,0
35806052,0
35820589,0
35875625,0
35878559,0
35882308,0
35884085,0
35885456,0
35898844,0
35909625,0
35929381,0
35952030,0
35978997,0
35982287,0
36020903,0
36026897,0
36043985,0
36046302,0
36054966,0
36060336,0
36064003,0
36071073,0
36071858,0
36073582,1
36083575,1
36116910,0
36119091,0
36134097,1
36136213,0
36137482,0
36192406,1
36192520,0
36197201,0
36199772,0
36211428,0
36235170,0
36264126,0
36265891,0
36267740,0
36267996,0
36268277,0
36271131,0
36275677,0
36279674,0
36281424,0
36281647,0
36282953,0
36288663,0
36289082,0
36290683,1
36293926,0
36303418,0
36315029,0
36323525,0
36388930,0
36402002,0
36407956,1
36416338,0
36426116,0
36442379,0
36448182,0
36455758,1
36475376,1
36495491,0
36501604,0
36507920,0
36520610,0
36526851,0
36531427,1
36536834,0
36545368,0
36545797,0
36547089,0
36547926,0
36554068,0
36574530,0
36576684,0
36587513,0
36588175,0
36592612,0
36617709,0
36669434,0
36675121,0
36676591,0
36685987,1
36691964,0
36699135,0
36701989,0
36709658,0
36722172,0
36728153,0
36729883,0
36736282,0
36742618,0
36754707,0
36791513,0
36794144,0
36797387,0
36802945,0
36823448,0
36844018,1
36862674,0
36931050,0
36944336,0
36949358,0
36980280,1
36990601,0
36994683,0
37007533,0
37016141,0
37022509,0
37031446,0
37091603,0
37117344,0
37140387,0
37164945,0
37178604,0
37187261,0
37205202,0
37223620,0
37227912,0
37230397,0
37237961,0
37240995,1
37267438,0
37278772,1
37279182,0
37288886,0
37313308,0
37333539,1
37351587,0
37361818,0
37384777,0
37393728,1
37408127,1
37447362,0
37450983,0
37464636,0
37470783,1
37471118,1
37480647,0
37487865,0
37491860,0
37530503,0
37532978,0
37574584,0
37582309,0
37583682,0
37593342,0
37611679,0
37636644,0
37637027,0
37637277,0
37639291,0
37697384,0
37717187,1
37737237,0
37742279,0
37756731,1
37757842,1
37760226,0
37760914,0
37787329,0
37827700,0
37833357,0
37851061,0
37861700,0
37865618,0
37866394,0
37871425,0
37873279,1
37885374,1
37886158,0
37942390,0
37964541,0
37974315,0
38033971,1
38047662,0
38051334,1
38051646,0
38182574,0
38209863,1
38209957,1
38210254,0
38248349,0
38276259,0
38293217,0
38315577,0
38318659,0
38331964,0
38341952,1
38359972,0
38373243,0
38412673,1
38424794,0
38428669,0
38437112,0
38454769,0
38457384,0
38460711,0
38467400,1
38477976,0
38479989,0
38481532,0
38486944,0
38492413,0
38493388,0
38494716,0
38498289,0
38498831,1
38511632,1
38513436,0
38516704,1
38534331,0
38545536,0
38559363,0
38565099,0
38582340,0
38588868,0
38599069,0
38603685,0
38627499,0
38656496,0
38659145,0
38705019,0
38705432,0
38711336,0
38730557,0
38742714,0
38750878,0
38759392,0
38778665,1
38788461,0
38790640,0
38799555,0
38815200,0
38820658,0
38820904,0
38825062,0
38833089,0
38833713,0
38842801,0
38849233,0
38851973,0
38853946,0
38857530,0
38858089,0
38879253,0
38885356,0
38904295,0
38916372,0
38995916,0
38996866,0
38999068,1
38999368,0
39049084,0
39051816,1
39064659,0
39083627,0
39091720,0
39131920,0
39139968,0
39145683,0
39147689,0
39194926,0
39201165,0
39201729,0
39210278,0
39247728,0
39272348,0
39322292,0
39323318,0
39323634,0
39331716,1
39346584,0
39357757,0
39362865,0
39380823,0
39418841,0
39421944,0
39432551,0
39455551,0
39456616,0
39461670,0
39464117,0
39464836,1
39496396,0
39507637,0
39514194,0
39522580,1
39529294,0
39545048,0
39556282,0
39557544,0
39559860,0
39601181,0
39606226,1
39617383,0
39630831,0
39632935,0
39636922,0
39656802,0
39675282,0
39678969,0
39698154,0
39698185,0
39729078,0
39736121,0
39755668,0
39789954,0
39817375,0
39817483,0
39827499,0
39827799,0
39833684,0
39857045,0
39865058,0
39873371,0
39875672,0
39877459,0
39880335,0
39882517,0
39887973,0
39897684,0
39902046,0
39909709,0
39913068,0
39921317,0
39925159,0
39946934,0
39967533,0
39984002,0
39999814,0
40028439,1
40042103,0
40044241,0
40091630,0
40146110,0
40165012,1
40166065,0
40170512,0
40185280,1
40189963,0
40190166,0
40224166,0
40303259,1
40307814,0
40310275,0
40318800,1
40329032,0
40329725,0
40329856,0
40357492,0
40358915,0
40359059,0
40359249,0
40373944,1
40378611,0
40400764,0
40423957,0
40436977,0
40441503,0
40449763,0
40473990,1
40474688,1
40491096,0
40497425,0
40508958,1
40519687,0
40531174,1
40544179,1
40544459,1
40546548,0
40547067,0
40550269,1
40554299,1
40555383,0
40572415,0
40599453,0
40600096,0
40618994,0
40658276,0
40660773,0
40663415,0
40667647,0
40681496,0
40737373,0
40742205,0
40744496,0
40758001,0
40759535,1
40764101,0
40771224,0
40780014,0
40830148,0
40835384,1
40856255,0
40856814,0
40877718,0
40878585,0
40935333,0
40936331,0
40937347,0
40942365,1
40945005,0
40945494,0
40946627,1
40956527,1
40957344,1
40971966,0
40972199,0
40976310,1
40986359,0
41017133,0
41019785,0
41023627,0
41042431,0
41081435,0
41106673,0
41117094,0
41142384,0
41143533,0
41155771,0
41175076,0
41184231,0
41195135,0
41212118,1
41219925,0
41231346,0
41257983,0
41270305,1
41282730,0
41288701,1
41292439,0
41293679,0
41295059,0
41319905,0
41335320,0
41345628,0
41347486,0
41358488,1
41365660,0
41413721,0
41471157,0
41495446,0
41514796,0
41525072,0
41528147,0
41532273,0
41538177,0
41539667,1
41546949,0
41552358,0
41587688,0
41595406,0
41598882,1
41600303,0
41607144,0
41627846,0
41642610,1
41668905,0
41686832,1
41697911,0
41699533,0
41705512,0
41710689,0
41717804,0
41719168,0
41746236,0
41747397,0
41755813,0
41809602,0
41825939,0
41827118,0
41847693,0
41868373,0
41900154,0
41928815,1
41930639,0
41932376,0
41937562,0
41941971,0
41943348,0
41960957,0
41969168,0
41981571,0
41997796,0
42004082,0
42017643,1
42039306,0
42050880,0
42069007,0
42083758,0
42089623,0
42096900,0
42119585,0
