0,"yet"
0,"answer"
0,"ask"
0,"relat"
0,"languag"
0,"ever"
0,"verifi_sourc"
0,"sourc_materi"
0,"answer_question"
0,"question_ask"
0,"feminist"
0,"topic"
0,"weird"
0,"comment"
0,"repres"
0,"oppos"
0,"viewpoint"
0,"still"
0,"somehow"
0,"neutral"
0,"earlier"
0,"somewhat"
0,"controversi"
0,"branch"
0,"psycholog"
0,"women"
0,"studi"
0,"regardless"
0,"suggest"
0,"everyon"
0,"read"
0,"follow"
0,"talk"
0,"give"
0,"admin"
0,"support"
0,"s"
0,"side"
0,"fill"
0,"complaint"
0,"may_ask"
0,"warn"
0,"delet"
0,"user"
0,"told"
0,"userpag"
0,"unfair"
0,"block"
0,"delet_user"
0,"block_user"
0,"v"
0,"work"
0,"deepli"
0,"human"
0,"condit"
0,"found"
0,"first"
0,"chang"
0,"decept"
0,"immedi"
0,"know"
0,"contact"
0,"subsequ"
0,"editor"
0,"direct"
0,"post"
0,"way"
0,"perhap"
0,"replac"
0,"best"
0,"fix"
0,"stand"
0,"quot"
0,"forth"
0,"opinion"
0,"interpret"
0,"write"
0,"near"
0,"much"
0,"destin"
0,"least"
0,"goal"
0,"frame"
0,"ultim"
0,"implic"
0,"worthwhil"
0,"everyth"
0,"greek"
0,"latin"
0,"classic"
0,"greatest"
0,"hollywood"
0,"propaganda"
0,"movi"
0,"proven"
0,"portray"
0,"larger"
0,"hero"
0,"true"
0,"unrel"
0,"continu"
0,"dark"
0,"face"
0,"toward"
0,"light"
0,"essenti"
0,"go"
0,"full"
0,"now"
0,"convinc"
0,"made"
0,"flat"
0,"factual"
0,"bit"
0,"remain"
0,"free"
0,"bias"
0,"disagre"
0,"although"
0,"artist"
0,"alway"
0,"reliabl"
0,"understand"
0,"count"
0,"someth"
0,"first_paragraph"
0,"chang_back"
0,"go_go"
0,"reliabl_sourc"
0,"even"
0,"law"
0,"gospel"
0,"major"
0,"theme"
0,"theolog"
0,"justif"
0,"believ"
0,"sin"
0,"curs"
0,"make"
0,"concept"
0,"separ"
0,"us"
0,"god"
0,"forev"
0,"design"
0,"show"
0,"lost"
0,"drive"
0,"christ"
0,"comfort"
0,"good"
0,"news"
0,"die"
0,"cross"
0,"place"
0,"plant"
0,"within"
0,"perspect"
0,"import"
0,"grace"
0,"commit"
0,"current"
0,"word"
0,"belong"
0,"fashion"
0,"sampl"
0,"funni"
0,"look"
0,"rfc"
0,"rule"
0,"peopl"
0,"need"
0,"tri"
0,"resolv"
0,"disput"
0,"fail"
0,"decid"
0,"anyth"
0,"requir"
0,"met"
0,"involv"
0,"singl"
0,"differ"
0,"multipl"
0,"meet"
0,"multipl_user"
0,"yes"
0,"scientist"
0,"also_mention"
0,"jimbo"
0,"wale"
0,"justin"
0,"owner"
0,"develop"
0,"close"
0,"relationship"
0,"year"
0,"old"
0,"former"
0,"adult"
0,"porn"
0,"recent"
0,"profil"
0,"seri"
0,"york"
0,"time"
0,"writer"
0,"kurt"
0,"mr"
0,"entir"
0,"along"
0,"complet"
0,"revis"
0,"histori"
0,"primari"
0,"author"
0,"indefinit"
0,"ban"
0,"troll"
0,"appar"
0,"descript"
0,"dissent"
0,"censorship"
0,"gut"
0,"call"
0,"critic"
0,"attack"
0,"demand"
0,"rewritten"
0,"scratch"
0,"presum"
0,"can"
0,"mainstream"
0,"media"
0,"spin"
0,"tale"
0,"claim"
0,"pictur"
0,"appear"
0,"copyright"
0,"violat"
0,"though"
0,"fair"
0,"whose"
0,"own"
0,"screenshot"
0,"televis"
0,"program"
0,"stori"
0,"great"
0,"doubt"
0,"archiv"
0,"search"
0,"engin"
0,"avail"
0,"anyon"
0,"illustr"
0,"piec"
0,"regret"
0,"contribut"
0,"encycloped"
0,"renam"
0,"encyclopedia"
0,"jimbo_wale"
0,"year_old"
0,"new_york"
0,"york_time"
0,"person_attack"
0,"copyright_violat"
0,"even_though"
0,"search_engin"
0,"way_go"
0,"piec_shit"
0,"reaction"
0,"fucker"
0,"report"
0,"date"
0,"exampl"
0,"e.g"
0,"sent"
0,"order"
0,"civilian"
0,"popul"
0,"town"
0,"militari"
0,"district"
0,"troop"
0,"late"
0,"roman"
0,"armi"
0,"oper"
0,"base"
0,"cooper"
0,"forc"
0,"desist"
0,"circumst"
0,"clear"
0,"racism"
0,"pleas_post"
0,"post_talk"
0,"made_clear"
0,"thursday"
0,"friday"
0,"deliv"
0,"perfect"
0,"horror"
0,"film"
0,"end"
0,"outsid"
0,"hey"
0,"info"
0,"without"
0,"hey_thank"
0,"thank_help"
0,"fantast"
0,"congratul"
0,"januari"
0,"indian"
0,"colleg"
0,"academi"
0,"describ"
0,"hurt"
0,"feel"
0,"million"
0,"communiti"
0,"worship"
0,"lord"
0,"institut"
0,"name"
0,"start"
0,"prove"
0,"known"
0,"titl"
0,"educ"
0,"nation"
0,"univers"
0,"request_move"
0,"hurt_feel"
0,"pleas_chang"
0,"chang_titl"
0,"can_verifi"
0,"dont"
0,"normal"
0,"aircraft"
0,"variant"
0,"specif"
0,"room"
0,"extra"
0,"ladi"
0,"footbal"
0,"club"
0,"hi"
0,"submiss"
0,"entri"
0,"f.c"
0,"2nd"
0,"oldest"
0,"sure"
0,"notabl"
0,"receiv"
0,"counti"
0,"fa"
0,"charter"
0,"standard"
0,"award"
0,"season"
0,"run"
0,"websit"
0,"alreadi"
0,"await"
0,"respons"
0,"finger"
0,"peter"
0,"find_entri"
0,"can_add"
0,"soapbox"
0,"fring"
0,"theori"
0,"document"
0,"regard"
0,"held"
0,"clear_state"
0,"line"
0,"say"
0,"kid"
0,"men"
0,"wp"
0,"guidelin"
0,"balanc"
0,"particular"
0,"context"
0,"moment"
0,"improv"
0,"nomin"
0,"notic"
0,"go_remov"
0,"nomin_delet"
0,"delet_notic"
0,"vandal"
0,"pleas_vandal"
0,"continu_block"
0,"academ"
0,"hold"
0,"chair"
0,"research"
0,"pedant"
0,"twat"
0,"rfa"
0,"pass"
0,"wish"
0,"welcom"
0,"hi_thank"
0,"thank_support"
0,"need_help"
0,"proof"
0,"meantim"
0,"ahead"
0,"link"
0,"america"
0,"task"
0,"holder"
0,"tell"
0,"legal"
0,"upload"
0,"pray"
0,"disclaim"
0,"speak"
0,"pleas_go"
0,"go_ahead"
0,"copyright_holder"
0,"pleas_tell"
0,"hello"
0,"hope"
0,"stay"
0,"newcom"
0,"five"
0,"pillar"
0,"tutori"
0,"manual"
0,"style"
0,"enjoy"
0,"wikipedian"
0,"four"
0,"tild"
0,"automat"
0,"produc"
0,"check"
0,"z"
0,"welcom_hello"
0,"hello_welcom"
0,"thank_contribut"
0,"place_decid"
0,"decid_stay"
0,"five_pillar"
0,"tutori_write"
0,"write_great"
0,"manual_style"
0,"style_hope"
0,"hope_enjoy"
0,"wikipedian_pleas"
0,"pleas_sign"
0,"sign_name"
0,"name_talk"
0,"four_tild"
0,"tild_automat"
0,"automat_produc"
0,"produc_name"
0,"name_date"
0,"ask_question"
0,"ask_talk"
0,"seal"
0,"imag"
0,"manag"
0,"maryland"
0,"curious"
0,"diff"
0,"contrib"
0,"rv"
0,"defin"
0,"definit"
0,"came"
0,"super"
0,"prick"
0,"modifi"
0,"mean"
0,"frustrat"
0,"wonder"
0,"trash"
0,"talk_contrib"
0,"well_know"
0,"albanian"
0,"ancestor"
0,"italian"
0,"born"
0,"grew"
0,"west"
0,"appropri"
0,"arbcom"
0,"action"
0,"climat"
0,"relev"
0,"f"
0,"jesus"
0,"repeat"
0,"number"
0,"polici"
0,"given"
0,"final"
0,"respond"
0,"realli"
0,"kind"
0,"ran"
0,"across"
0,"realiz"
0,"enough"
0,"indefinit_block"
0,"block_admin"
0,"tri_improv"
0,"final_warn"
0,"done"
0,"keep"
0,"mind"
0,"anon"
0,"insist"
0,"everi"
0,"shape"
0,"form"
0,"want"
0,"lock"
0,"benefit"
0,"simpli"
0,"maintain"
0,"consist"
0,"site"
0,"imdb"
0,"wiki"
0,"request_pleas"
0,"pleas_keep"
0,"keep_mind"
0,"empir"
0,"fan"
0,"left"
0,"brought"
0,"offici"
0,"ref"
0,"empti"
0,"fit"
0,"agenda"
0,"also_say"
0,"fraud"
0,"turkish"
0,"flag"
0,"thing"
0,"govern"
0,"investig"
0,"drop"
0,"got"
0,"mayb"
0,"meant"
0,"crime"
0,"necessarili"
0,"reason"
0,"belief"
0,"hand"
0,"probabl"
0,"good_idea"
0,"wp:ani"
0,"alreadi_said"
0,"arriv"
0,"gap"
0,"wwii"
0,"copi"
0,"content"
0,"cover"
0,"period"
0,"palestinian"
0,"palestin"
0,"new_section"
0,"let"
0,"analysi"
0,"western"
0,"philosophi"
0,"declin"
0,"repli"
0,"coin"
0,"market"
0,"genocid"
0,"possibl"
0,"lick"
0,"nut"
0,"richard"
0,"cock"
0,"smoke"
0,"deserv"
0,"take"
0,"deal"
0,"e"
0,"lot"
0,"sens"
0,"suicid"
0,"attempt"
0,"genesi"
0,"idiot"
0,"silli"
0,"parent"
0,"insan"
0,"make_sens"
0,"intend"
0,"bio"
0,"offic"
0,"farm"
0,"norway"
0,"format"
0,"part"
0,"uniqu"
0,"googl"
0,"led"
0,"most"
0,"norwegian"
0,"english"
0,"assum"
0,"name_chang"
0,"alexand"
0,"african"
0,"ancestri"
0,"white"
0,"nobl"
0,"ship"
0,"model"
0,"label"
0,"seen"
0,"tho"
0,"recal"
0,"pic"
0,"construct"
0,"hard"
0,"english_languag"
0,"hard_find"
0,"find_one"
0,"trivia"
0,"review"
0,"upcom"
0,"featur"
0,"internet"
0,"databas"
0,"cite"
0,"depart"
0,"guard"
0,"submit"
0,"inform"
0,"strong"
0,"purg"
0,"usag"
0,"merit"
0,"extern"
0,"may_may"
0,"extern_link"
0,"substanti"
0,"plane"
0,"dr"
0,"sorri"
0,"recur"
0,"charg"
0,"noticeboard"
0,"untru"
0,"glad"
0,"input"
0,"take_time"
0,"rude"
0,"gay"
0,"break"
0,"ad"
0,"reflect"
0,"posit"
0,"negat"
0,"racial"
0,"etc"
0,"money"
0,"circumcis"
0,"sold"
0,"allow"
0,"summar"
0,"individu"
0,"licens"
0,"gfdl"
0,"restrict"
0,"episod"
0,"finish"
0,"amaz"
0,"appreci"
0,"cheer"
0,"realli_appreci"
0,"na"
0,"utc"
0,"due"
0,"respect"
0,"play"
0,"noth"
0,"januari_utc"
0,"mine"
0,"person_opinion"
0,"april"
0,"april_utc"
0,"post_comment"
0,"shoot"
0,"protest"
0,"began"
0,"event"
0,"whitewash"
0,"away"
0,"school"
0,"tonight"
0,"saw"
0,"bring"
0,"wound"
0,"teenag"
0,"victim"
0,"bullet"
0,"cult"
0,"els"
0,"bad"
0,"everyth_els"
0,"knowledg"
0,"experienc"
0,"consensus"
0,"gave"
0,"citat"
0,"basic"
0,"wiki_editor"
0,"hope_help"
0,"andi"
0,"fish"
0,"harm"
0,"u"
0,"can_ask"
0,"u."
0,"lede"
0,"main"
0,"reput"
0,"leader"
0,"effect"
0,"exact"
0,"natur"
0,"complex"
0,"vari"
0,"insid"
0,"far"
0,"world"
0,"short"
0,"coup"
0,"fall"
0,"power"
0,"bodi"
0,"lead"
0,"broad"
0,"summari"
0,"linguist"
0,"shorter"
0,"never_seen"
0,"far_know"
0,"best_way"
0,"barack"
0,"systemat"
0,"destroy"
0,"father"
0,"creat"
0,"obama"
0,"american"
0,"constitut"
0,"wipe"
0,"seat"
0,"race"
0,"via"
0,"bow"
0,"apolog"
0,"tour"
0,"uk"
0,"swear"
0,"u_can"
0,"can_pleas"
0,"nowher"
0,"valid"
0,"provid"
0,"cnn"
0,"billboard"
0,"obscur"
0,"music"
0,"paid"
0,"attent"
0,"conclus"
0,"reach"
0,"age"
0,"push"
0,"sourc_provid"
0,"sockpuppet"
0,"portion"
0,"matter"
0,"ip"
0,"fortun"
0,"step"
0,"blatant"
0,"femal"
0,"complain"
0,"problem"
0,"day"
0,"nice_day"
0,"decemb"
0,"addit"
0,"river"
0,"avoid"
0,"plagiar"
0,"translat"
0,"small"
0,"amount"
0,"mark"
0,"quotat"
0,"doubl"
0,"text"
0,"asid"
0,"limit"
0,"structur"
0,"proper"
0,"paraphras"
0,"permit"
0,"host"
0,"onlin"
0,"lab"
0,"agent"
0,"abl"
0,"publish"
0,"rare"
0,"public"
0,"domain"
0,"compat"
0,"greater"
0,"seek"
0,"desk"
0,"necessari"
0,"confirm"
0,"attribut"
0,"note"
0,"project"
0,"contributor"
0,"practic"
0,"persist"
0,"messag"
0,"india"
0,"share"
0,"account"
0,"irrelev"
0,"cite_sourc"
0,"sourc_can"
0,"can_read"
0,"see_also"
0,"can_creat"
0,"copyright_problem"
0,"origin_research"
0,"may_also"
0,"also_want"
0,"public_domain"
0,"help_desk"
0,"ad_content"
0,"still_need"
0,"also_note"
0,"question_welcom"
0,"leav_messag"
0,"messag_talk"
0,"share_ip"
0,"ip_address"
0,"address_make"
0,"consid_creat"
0,"creat_account"
0,"account_can"
0,"can_avoid"
0,"avoid_irrelev"
0,"irrelev_notic"
0,"ron"
0,"incorrect"
0,"explain"
0,"common"
0,"term"
0,"dictionari"
0,"rather"
0,"stick"
0,"tabl"
0,"explan"
0,"column"
0,"footnot"
0,"coupl"
0,"argument"
0,"suppli"
0,"matt"
0,"afraid"
0,"clarifi"
0,"contain"
0,"myth"
0,"debunk"
0,"someon"
0,"cap"
0,"shout"
0,"catch"
0,"eye"
0,"tri_add"
0,"someon_els"
0,"good_point"
0,"best_regard"
0,"minor"
0,"clearer"
0,"sect"
0,"that'd"
0,"spell"
0,"xbox"
0,"corpor"
0,"sentenc"
0,"rais"
0,"pay"
0,"yahoo"
0,"inflat"
0,"file"
0,"specifi"
0,"status"
0,"unclear"
0,"obtain"
0,"togeth"
0,"usual"
0,"suffici"
0,"acknowledg"
0,"tag"
0,"took"
0,"audio"
0,"video"
0,"releas"
0,"criteria"
0,"wikipedia:imag"
0,"week"
0,"speedi"
0,"non-fre"
0,"hour"
0,"thank_upload"
0,"copyright_status"
0,"ad_sourc"
0,"sourc_pleas"
0,"pleas_add"
0,"meet_criteria"
0,"list_wikipedia:imag"
0,"copyright_tag"
0,"can_find"
0,"file_upload"
0,"follow_link"
0,"may_delet"
0,"delet_one"
0,"one_week"
0,"criteria_speedi"
0,"speedi_delet"
0,"delet_imag"
0,"imag_copyright"
0,"imag_delet"
0,"question_pleas"
0,"pleas_ask"
0,"copyright_question"
0,"thousand"
0,"home"
0,"alon"
0,"right"
0,"busi"
0,"know_noth"
0,"comparison"
0,"heart"
0,"rate"
0,"expect"
0,"adjust"
0,"weight"
0,"span"
0,"live"
0,"cell"
0,"determin"
0,"depend"
0,"physic"
0,"activ"
0,"turn"
0,"scale"
0,"mass"
0,"anim"
0,"straight"
0,"temperatur"
0,"control"
0,"paramet"
0,"exist"
0,"kingdom"
0,"real"
0,"numer"
0,"superior"
0,"without_discuss"
0,"song"
0,"wrote"
0,"damn"
0,"pop"
0,"singer"
0,"inde"
0,"dynam"
0,"unabl"
0,"disrupt"
0,"sock"
0,"quiet"
0,"dynam_ip"
0,"nice_see"
0,"england"
0,"dream"
0,"accent"
0,"none"
0,"domin"
0,"british"
0,"american_english"
0,"care"
0,"approach"
0,"disappoint"
0,"irish"
0,"vote"
0,"thus"
0,"spanish"
0,"infobox"
0,"rise"
0,"celebr"
0,"magazin"
0,"resourc"
0,"figur"
0,"forum"
0,"obsess"
0,"happen"
0,"scan"
0,"shut"
0,"might_want"
0,"want_read"
0,"may_find"
0,"find_help"
0,"pretti_much"
0,"impress"
0,"poor"
0,"qualiti"
0,"accus"
0,"treat"
0,"expert"
0,"area"
0,"higher"
0,"capabl"
0,"distract"
0,"nonetheless"
0,"valuabl"
0,"massiv"
0,"appreci_help"
0,"three"
0,"decis"
0,"unjustifi"
0,"t"
0,"block_vandal"
0,"chang_made"
0,"return"
0,"around"
0,"result"
0,"chemistri"
0,"radic"
0,"function"
0,"alcohol"
0,"independ"
0,"head"
0,"stalker"
0,"watch"
0,"talkpag"
0,"member"
0,"band"
0,"mar"
0,"rest"
0,"collabor"
0,"think_can"
0,"general"
0,"object"
0,"difficult"
0,"substanc"
0,"wast"
0,"take_serious"
0,"wast_time"
0,"reform"
0,"sound"
0,"propos"
0,"yeah"
0,"reword"
0,"wikiproject"
0,"newslett"
0,"futur"
0,"unsubscrib"
0,"notif"
0,"rememb"
0,"happi"
0,"anyon_can"
0,"feel_free"
0,"wikipedia:wikiproject"
0,"script"
0,"twice"
0,"choos"
0,"work_togeth"
0,"goe"
0,"ibn"
0,"counter"
0,"top"
0,"homepag"
0,"civil"
0,"censor"
0,"faith"
0,"act"
0,"bad_faith"
0,"good_exampl"
0,"good_faith"
0,"appoint"
0,"closer"
0,"firm"
0,"today"
0,"hard_work"
0,"can_work"
0,"last"
0,"saturday"
0,"motiv"
0,"gather"
0,"otherwis"
0,"knock"
0,"arm"
0,"cast"
0,"split"
0,"type"
0,"stuff"
0,"curios"
0,"set"
0,"weapon"
0,"assassin"
0,"sit"
0,"sourc_say"
0,"whether"
0,"categori"
0,"bless"
0,"al"
0,"terrorist"
0,"good_one"
0,"anyon_want"
0,"want_go"
0,"vote_delet"
0,"one_thing"
0,"want_remov"
0,"heck"
0,"undo"
0,"gone"
0,"store"
0,"architectur"
0,"rewrit"
0,"briefli"
0,"network"
0,"beyond"
0,"big"
0,"elimin"
0,"unnecessari"
0,"overlap"
0,"thorough"
0,"space"
0,"afterward"
0,"temporari"
0,"mainspac"
0,"convert"
0,"harvard"
0,"combin"
0,"messi"
0,"altogeth"
0,"histori_section"
0,"pleas_make"
0,"say_someth"
0,"link_section"
0,"section_can"
0,"refer_section"
0,"over"
0,"convent"
0,"anti"
0,"imo"
0,"common_sens"
0,"la"
0,"url"
0,"wp:v"
0,"put_back"
0,"less"
0,"bunch"
0,"contract"
0,"heat"
0,"realli_care"
0,"care_less"
0,"go_look"
0,"somebodi"
0,"administr"
0,"fell"
0,"well_known"
0,"red"
0,"capitalis"
0,"redlink"
0,"notat"
0,"ice"
0,"strike"
0,"rapper"
0,"vs"
0,"water"
0,"red_link"
0,"pleas_note"
0,"oh"
0,"terribl"
0,"substitut"
0,"extens"
0,"sincer"
0,"realis"
0,"anyway"
0,"generic"
0,"chang_word"
0,"evil"
0,"atheism"
0,"taught"
0,"atheist"
0,"cultur"
0,"distinct"
0,"tend"
0,"religion"
0,"spend"
0,"darwin"
0,"crusad"
0,"christian"
0,"bibl"
0,"attend"
0,"church"
0,"adopt"
0,"whatev"
0,"night"
0,"sort"
0,"hate"
0,"tast"
0,"meat"
0,"proud"
0,"love"
0,"islam"
0,"extremist"
0,"isi"
0,"excus"
0,"tough"
0,"stanc"
0,"terror"
0,"intent"
0,"target"
0,"muslim"
0,"youth"
0,"young"
0,"employ"
0,"johnson"
0,"chose"
0,"throw"
0,"join"
0,"bomb"
0,"rip"
0,"apart"
0,"thought"
0,"desper"
0,"deni"
0,"peac"
0,"conveni"
0,"forget"
0,"know_exact"
0,"know_go"
0,"remark"
0,"will"
0,"pursu"
0,"formal"
0,"wait"
0,"resum"
0,"wikibreak"
0,"simpl"
0,"unfortun"
0,"ani"
0,"lucki"
0,"stuck"
0,"discuss_issu"
0,"crazi"
0,"ruin"
0,"brazil"
0,"twist"
0,"edit-war"
0,"countless"
0,"stop_chang"
0,"pacif"
0,"trip"
0,"compani"
0,"christma"
0,"parti"
0,"inconveni"
0,"blp"
0,"pompous"
0,"ass"
0,"honesti"
0,"non"
0,"abus"
0,"pleas_stop"
0,"canada"
0,"heard"
0,"canadian"
0,"grant"
0,"countri"
0,"annoy"
0,"allianc"
0,"elonka"
0,"absenc"
0,"energi"
0,"particip"
0,"mediat"
0,"harass"
0,"two_week"
0,"stop_harass"
0,"record"
0,"wood"
0,"game"
0,"mid"
0,"weak"
0,"inlin"
0,"inlin_citat"
0,"phone"
0,"absolut"
0,"threaten"
0,"privaci"
0,"third"
0,"ok"
0,"fine"
0,"wp:npa"
0,"intervent"
0,"awar"
0,"situat"
0,"interact"
0,"wise"
0,"ago"
0,"reveal"
0,"revel"
0,"privat"
0,"checkus"
0,"convict"
0,"mistaken"
0,"dig"
0,"launch"
0,"potenti"
0,"chill"
0,"calm"
0,"urgent"
0,"risk"
0,"refus"
0,"lose"
0,"job"
0,"murder"
0,"stalk"
0,"abort"
0,"innoc"
0,"sockpuppetri"
0,"indic"
0,"phil"
0,"eventu"
0,"inappropri"
0,"tongu"
0,"protect"
0,"realiti"
0,"unless"
0,"wrong"
0,"phrase"
0,"sport"
0,"coach"
0,"famous"
0,"announc"
0,"ta"
0,"now_know"
0,"week_ago"
0,"yet_anoth"
0,"much_less"
0,"now_go"
0,"content_disput"
0,"unless_can"
0,"can_show"
0,"barnstar"
0,"border"
0,"1px"
0,"solid"
0,"gray"
0,"background-color"
0,"#fdffe7"
0,"rowspan"
0,"valign"
0,"middl"
0,"font-siz"
0,"x-larg"
0,"pad"
0,"vertical-align"
0,"height"
0,"1.1em"
0,"border-top"
0,"barnstar_style"
0,"style_border"
0,"border_1px"
0,"1px_solid"
0,"solid_gray"
0,"background-color_#fdffe7"
0,"rowspan_valign"
0,"rowspan_style"
0,"style_font-siz"
0,"font-siz_x-larg"
0,"x-larg_pad"
0,"pad_vertical-align"
0,"vertical-align_middl"
0,"height_1.1em"
0,"style_vertical-align"
0,"border-top_1px"
0,"know_one"
0,"good_job"
0,"cabal"
0,"corrupt"
0,"sigh"
0,"youtub"
0,"revers"
0,"3rr"
0,"anybodi"
0,"wp_3rr"
0,"can_make"
0,"offici_site"
0,"februari"
0,"furthermor"
0,"japan"
0,"meaning"
0,"mod"
0,"februari_utc"
0,"think_right"
0,"smear"
0,"girl"
0,"guid"
0,"associ"
0,"anymor"
0,"okay"
0,"previous"
0,"class"
0,"b"
0,"explicit"
0,"built"
0,"compil"
0,"implement"
0,"gothic"
0,"metal"
0,"death"
0,"rock"
0,"trace"
0,"im"
0,"draw"
0,"isnt"
0,"ive"
0,"quit"
0,"listen"
0,"better"
0,"black"
0,"pink"
0,"prefer"
0,"divid"
0,"fellow"
0,"scene"
0,"build"
0,"bridg"
0,"seper"
0,"quit_bit"
0,"sure_can"
0,"princess"
0,"albania"
0,"googl_search"
0,"green"
0,"anywher"
0,"oxford"
0,"biograph"
0,"advertis"
0,"background"
0,"influenc"
0,"kill"
0,"mother"
0,"woman"
0,"punish"
0,"cours"
0,"staff"
0,"monitor"
0,"random"
0,"offens"
0,"lol"
0,"puppet"
0,"insult"
0,"harsh"
0,"promis"
0,"unblock"
0,"mistak"
0,"sock_puppet"
0,"want_say"
0,"make_mistak"
0,"march"
0,"resid"
0,"labour"
0,"often"
0,"rotat"
0,"transform"
0,"correspond"
0,"pleas_read"
0,"bag"
0,"tit"
0,"ball"
0,"faggot"
0,"alright"
0,"cant"
0,"freedom"
0,"speech"
0,"pipe"
0,"freedom_speech"
0,"unbias"
0,"inaccur"
0,"core"
0,"nazi"
0,"soul"
0,"ss"
0,"signific"
0,"holocaust"
0,"jew"
0,"delet_link"
0,"pleas_explain"
0,"explain_reason"
0,"reason_delet"
0,"anger"
0,"quick"
0,"advantag"
0,"even_read"
0,"left_comment"
0,"nonsens"
0,"process"
0,"jump"
0,"learn"
0,"thank_thank"
0,"done_noth"
0,"forgot"
0,"level"
0,"gotta"
0,"worth"
0,"behind"
0,"can_get"
0,"warn_pleas"
0,"keep_good"
0,"good_work"
0,"scholar"
0,"outlet"
0,"test"
0,"feedback"
0,"journal"
0,"choic"
0,"webpag"
0,"revert_rule"
0,"behavior"
0,"improp"
0,"uncivil"
0,"bot"
0,"inadequ"
0,"effort"
0,"offend"
0,"minim"
0,"courtesi"
0,"polit"
0,"hostil"
0,"delet_comment"
0,"take_care"
0,"one_can"
0,"vandal_pleas"
0,"de"
0,"rat"
0,"later"
0,"poster"
